caseid,year,id,age,sex,race,hispanic,racehisp,uscitzn,educ,degree,vetyears,wordsum,cohort,birthmo,zodiac,wrkstat,wrkslf,wrkgovt,marital,sibs,childs,res16,reg16,mobile16,born,region,xnorcsiz,srcbelt,size,vote12,pres12,if12who,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,tax,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmil,colmil,libmil,spkhomo,colhomo,libhomo,spkmslm,colmslm,libmslm,cappun,gunlaw,courts,grass,uswar,uswary,relig,denom,other,fund,attend,reliten,pray,prayer,bible,affrmact,wrkwayup,closeblk,closewht,happy,hapmar,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,obey,popular,thnkself,workhard,helpoth,socrel,socommun,socfrend,socbar,class,rank,satfin,finalter,finrela,unemp,union,getahead,parsol,kidssol,fepol,abdefect,abnomore,abhlth,abpoor,abrape,absingle,abany,chldidel,pillok,sexeduc,divlaw,premarsx,teensex,xmarsex,homosex,pornlaw,spanking,letdie1,suicide1,suicide2,suicide3,suicide4,owngun,pistol,shotgun,rifle,rowngun,hunt,news,tvhours,phone,coop,comprend,form,fechld,fepresch,fefam,racdif1,racdif2,racdif3,racdif4,rushed,bored,helppoor,helpnot,helpsick,helpblk,compuse,webmob,emailmin,emailhr,usewww,wwwhr,wwwmin,genegen,letin1,sexornt,inthisp,intrace1,intrace2,intrace3,spanself,spanint,ballot,version,issp,sampcode,sample,samplerc,rsampcode,phase,vpsu,vstrat,wtss,wtssnr,wtssall,formwt,oversamp,lngthinv,intage,easyget,intethn,mode,intsex,feelevel,intyrs,artexbt,bigbang2,brlawfl,brnotax,cctv,clssmtes,discwk5,emonitor,evolved2,facebook,famorjob,flexhrs1,flickr,found,gendereq,givinffor,givinfusa,googlesn,govtinfo,gvinflu1,gvinflu2,harass5,hlthstrt,hope1,hope2,hope3,hope4,hope5,hope6,huadd,huaddwhy,hunt1,income16,incuspop,intmbile,intrecnt,intstart,intuse,intwkdyh,intwkdym,intwkenh,intwkenm,kidsinhh,leasthrs,linkedin,lotr1,lotr2,lotr3,lotr4,lotr5,lotr6,lowpay,pinterst,polgbeco,prvdhlth,prvdold,prvdschl,racethas,racethbl,racethhi,racethna,racethot,racethwh,rcontact,respond,rgroomed,rhlthend,rincom16,rlooks,rweight,sei10,sei10educ,sei10inc,sethrs,snapchat,snsmyear,tumblr,twitter,union1,unionsbd,usualhrs,vine,whatsapp,hotcore,boyorgrl,electron,bigbang,condrift,evolved,earthsun,radioact,viruses,lasers,spend18,partyid,hotcore_r,boyorgrl_r,electron_r,bigbang_r,condrift_r,evolved_r,earthsun_r,radioact_r,viruses_r,science_quiz,lasers_r,lotr2_rev,lotr4_rev,lotr5_rev,lot_scale,future_scale,abany_r,abdefect_r,abpoor_r,abhlth_r,abnomore_r,abrape_r,absingle_r,abortion,social_disconnect,authoritarianism,spkath_r,spkcom_r,spkhomo_r,spkmil_r,spkmslm_r,spkrac_r,tolerance,assisted,social_media,fechld_rev,femrole,obamavote,race2,unionhh,envir_spend,age5,female,fair_r,trust_r,social_trust
60662,2016,1063,47,1,2,3,2,,12,1,0,,1969,,9,4,2,2,1,1,8,3,3,2,1,3,3,4,49,1,1,,1,,,,,,,,,,,,3,1,3,1,1,3,3,1,1,2,5,2,2,5,1,1,5,2,1,5,1,2,5,1,2,5,1,1,1,2,2,,,1,70,,2,2,3,3,,1,,,8,6,3,3,3,3,2,1,2,3,2,2,3,2,3,2,2,2,2,2,3,2,2,5,4,1,3,,,,,1,9,3,2,1,2,4,1,4,4,,1,2,1,2,1,2,2,,,,,,,3,1,2,,,,,,,1,1,2,2,1,4,,,3,1,2,2,,,,,,,,3,,1,1,1,1,,,,,,,,,,3,1,1,,,,,3,3,1,618,10,9,618,2,1,3238,1.564363363,1.286029389,1.564363363,1,1,110,38,,1,1,2,75,1,2,,,,,,2,,,,4,4,," ",,,,,,,,1,3,5,1,1,1,1,1,1,,4,13,3,,,,2,,,,,2,,,5,4,4,2,2,5,4,,,,,,0,6,1,3,0,0,,2,3,3,,4,3,32,25.4,39.4,,,,,,4,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,2,4,4,18,4,0,1,0,1,0,1,0,3,,5,0,1,0,1,0,0,2,,,,,,1,0,,3,0,1,1,1
60663,2016,1064,35,1,1,1,1,,14,2,3,,1981,,7,6,2,1,1,2,1,5,8,3,1,3,3,4,49,2,,3,4,3,2,2,2,2,3,1,2,2,3,3,1,2,2,1,2,2,1,7,2,1,4,2,1,5,2,1,5,2,1,4,2,1,4,2,1,5,2,,1,2,1,,,1,70,,2,2,2,3,,2,,,5,5,2,2,2,2,2,1,1,2,2,1,2,3,2,3,2,3,2,2,2,2,4,5,1,3,2,,,,,2,6,2,1,2,2,4,3,3,1,,1,2,1,2,1,2,2,,,,,,,3,4,2,,,,,,,2,2,2,2,,4,,,6,2,1,1,,,,,,,,3,2,4,4,3,5,,,,,,,,,,3,1,1,,,,,3,3,1,618,10,9,618,1,1,3238,.9569935115,.7867237307,.9569935115,1,1,79,38,,1,1,2,50,1,2,,,,,2,2,,,2,3,4,2," ",,,,2,,,,2,,7,7,6,5,7,6,1,,4,14,3,1,1,2003,1,,,,,2,,2,3,2,3,3,4,4,,2,,,,,0,0,0,0,0,10,1,2,3,,13,4,2,50.4,70.1,42.8,,2,,2,2,4,3,,2,2,,,,,,,,,,,36,4,,,,,,,,,,,,4,3,2,13,32,0,1,0,1,0,1,0,3,,1,1,1,1,1,1,1,6,,0,,,0,0,0,3,2,0,1,3,2
60664,2016,1065,54,1,1,1,1,,12,1,0,6,1962,,4,1,2,2,5,2,0,4,3,1,1,3,3,4,49,2,,1,4,,,,,,,,,,,,2,1,2,2,2,2,2,3,,,,,,,,,,,,,,,,,,,,1,,2,1,2,,2,,,2,3,2,1,1,4,4,1,,,2,,,,2,1,2,2,1,1,1,2,1,2,3,2,2,2,2,2,2,5,4,1,3,6,2,2,5,3,7,1,1,4,1,1,,3,3,2,,,,,,,,3,1,1,1,4,4,,,3,1,1,1,1,2,1,,,,,,,2,2,6,1,2,2,3,2,1,2,1,2,1,,,1,1,1,5,2,2,,,,,,,4,3,1,1,,,,,2,2,1,618,10,9,618,1,1,3238,.4784967557,.3933618654,.4784967557,1,1,184,38,,1,1,2,50,1,2,,,,,,2,,,,3,1,," ",,,,,,,,2,2,,,,,,,1,,,18,3,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,2,2,2,3,18,3,2,38.4,38.4,42.9,,,,,,1,5,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,2,,2,2,1,0,1,,4,0,1,1,1
60665,2016,1066,54,1,2,1,2,,9,0,0,7,1962,,1,4,,,5,2,2,6,3,2,1,3,3,4,49,3,,1,4,1,1,2,1,1,1,1,1,2,2,1,2,1,2,2,2,1,1,,,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,4,2,1,2,2,,,2,4,,,3,0,4,5,1,2,3,3,4,4,3,,3,2,,,,,,,,,,,,,,,,,,,,,,3,7,6,7,1,9,3,3,1,,,3,,,1,1,1,1,1,1,1,1,3,2,1,1,4,3,3,,,1,1,2,2,2,2,2,2,2,2,,4,2,10,6,1,1,1,2,2,3,1,2,1,2,,,,,,,1,,0,0,1,28,0,1,4,,1,1,,,,,1,1,1,618,10,9,618,2,1,3238,.7821816815,.6430146946,.7821816815,1,1,71,38,,1,1,2,75,1,,,3,2,2,,,3,,,,,," ",1,1,2,,5,3,7,,,,,,,,,1,,4,7,3,,,,,,,,,2,,,,,,,,,,,1,1,1,1,,,,,,,,2,2,,,2,1,99.9,,,,,,,,,,,,,1,2,2,8,1,8,1,2,1,2,25,0,1,0,0,0,1,0,1,1,0,5,1,,,,,,1,1,1,1,1,1,1,7,13,,1,1,1,1,1,1,6,1,,3,5,1,1,,4,4,0,,,
60666,2016,1067,31,1,2,1,2,,15,1,0,,1985,,7,4,1,2,5,3,0,6,3,2,1,3,3,4,49,1,1,,2,,,,,,,,,,,,2,1,2,1,1,3,1,7,2,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,4,2,,1,1,1,,,1,18,,1,4,3,1,,2,,,9,9,2,,2,1,2,1,2,3,2,3,2,1,2,3,2,3,3,2,3,1,4,5,2,1,3,,,,,1,7,2,3,3,1,4,3,1,1,,1,1,1,1,1,1,1,,,,,,,1,4,2,,,,,,,2,2,2,2,,4,,,3,1,2,2,,,,,,,,2,,3,2,1,1,,,,,,,,,,3,1,1,,,,,3,3,1,618,10,9,618,1,1,3238,.9569935115,.7867237307,.9569935115,1,1,82,38,,1,1,2,75,1,1,,,,,2,2,,,1,1,3,2," ",,,,2,,,,2,1,7,5,8,4,8,4,1,,4,11,3,1,1,2000,1,6,0,6,0,2,,2,4,3,5,3,3,4,1,2,,,,,0,10,0,0,0,0,,2,4,2,,4,3,38.8,57.6,27.8,,1,2008,2,1,4,4,,2,2,,,,,,,,,,,,0,,,,,,,,,,,,3,3,3,16,30,1,1,1,1,1,1,1,7,,2,1,1,1,1,1,1,6,,3,,,,1,0,,2,0,1,1,1
60667,2016,1068,55,2,1,1,1,,13,1,0,,1961,,6,1,2,2,1,1,1,4,3,2,1,3,3,4,19,1,2,,4,,,,,,,,,,,,3,1,1,2,1,3,1,6,2,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,2,4,2,1,2,2,1,,,2,,,2,1,2,5,,2,,,5,5,2,1,3,2,2,2,2,2,2,3,3,2,3,1,3,2,2,2,3,2,2,5,3,1,4,,,,,2,5,2,2,3,1,2,1,4,3,,1,,1,2,1,2,2,,,,,,,1,4,2,,,,,,,2,2,2,2,,4,,,6,1,1,2,,,,,,,,2,,4,4,3,5,,,,,,,,,,3,1,1,,,,,3,3,1,618,10,9,618,2,1,3238,2.346545044,1.929044084,2.346545044,1,1,89,38,,1,1,2,50,1,2,,,,,2,2,,,1,3,3,2," ",,,,2,,,,1,2,6,5,7,3,5,3,1,,4,21,2,1,1,1998,1,2,0,3,0,2,37,2,3,1,3,1,2,4,,1,,,,,0,0,0,0,0,10,2,1,3,3,13,2,1,25,25.1,21.6,1,2,2009,2,2,2,3,40,2,2,,,,,,,,,,,,3,,,,,,,,,,,,5,5,4,18,23,0,1,0,1,,1,0,,,4,1,1,1,1,0,1,5,,2,,,,0,1,,4,1,3,1,2
60668,2016,1069,61,2,2,1,2,,14,1,0,6,1955,,10,1,2,2,3,4,1,6,3,1,1,3,3,4,19,1,1,,4,,,,,,,,,,,,1,1,2,2,1,3,3,,1,2,4,1,2,5,1,2,5,1,1,4,2,1,4,2,1,5,1,2,1,2,,,1,1,70,,2,8,1,1,2,1,1,2,9,7,2,,3,2,,,,,,,,,,,,,,,,,,,,,,2,5,4,2,2,5,3,3,2,,,1,,,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,,2,2,2,2,2,2,2,2,2,2,,4,1,3,6,1,1,2,2,2,2,1,2,1,2,,,,,,,1,,0,2,,10,0,3,2,,1,1,,,,,1,1,1,618,10,9,618,1,1,3238,.4784967557,.3933618654,.4784967557,1,1,95,38,,1,1,2,50,1,,,3,3,3,,,4,,,,,," ",2,3,3,,5,1,5,,2,,,,,,,1,,4,16,3,,,,,,,,,2,,,,,,,,,,,2,1,1,1,,,,,,,,1,4,2,16,4,2,75.5,92,74.2,,,,,,,,,,,2,1,2,,2,,2,8,2,2,,0,0,1,0,,0,,0,0,1,,1,,,,,,1,1,1,1,1,0,0,5,8,,0,0,1,1,1,0,3,0,,3,4,,1,,,5,1,,,
60669,2016,1070,26,1,1,1,1,,13,1,0,,1990,,6,1,2,2,5,1,0,3,3,2,1,3,3,4,19,1,1,,2,1,1,1,2,2,1,1,1,3,3,2,1,3,2,2,1,1,1,3,1,1,4,2,1,5,1,1,5,2,1,5,2,1,4,2,1,5,1,1,1,3,1,,,4,,,3,2,4,6,,2,,,8,9,2,,2,2,1,2,1,2,2,3,2,1,2,3,2,2,2,1,3,1,4,5,1,3,2,,,,,2,3,3,1,2,1,4,2,3,2,,1,1,1,1,1,1,1,,,,,,,2,4,2,,,,,,,2,2,2,2,,4,,,6,1,1,1,,,,,,,,2,2,2,3,3,3,,,,,,,,,,3,1,1,,,,,3,3,1,618,10,9,618,1,1,3238,.9569935115,.7867237307,.9569935115,1,1,51,38,,1,1,2,75,1,2,,,,,2,2,,,1,2,2,2," ",,,,2,,,,1,,7,5,5,6,6,5,1,,4,17,3,1,1,1997,1,6,0,8,0,2,40,2,3,4,4,2,2,3,,2,,,,,0,0,0,0,0,10,1,1,4,,17,3,2,83.8,93.1,90.5,1,2,2005,2,2,4,4,40,2,2,,,,,,,,,,,29,0,,,,,,,,,,,,2,4,4,14,28,1,1,1,1,1,1,1,7,,1,1,1,1,1,1,1,6,,1,,,,0,0,4,1,0,3,3,3
60670,2016,1071,60,2,1,1,1,,12,1,0,6,1956,,4,1,2,2,1,3,0,5,3,2,1,3,3,4,19,1,2,,6,2,2,3,1,1,1,2,,1,3,2,2,2,2,2,2,2,2,,2,1,4,2,1,4,2,1,5,2,1,4,2,1,4,2,1,4,2,1,2,2,,,1,1,22,,3,7,2,1,2,1,4,3,7,7,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,2,7,4,2,3,4,1,1,4,,,1,,,2,1,1,1,1,1,1,1,2,1,1,2,4,1,1,4,,1,1,1,2,2,2,2,2,2,2,,4,5,2,6,1,2,1,3,2,3,2,2,2,2,,,,,,,1,,0,8,,7,0,1,4,,1,1,,,,,1,1,1,618,10,9,618,2,1,3238,1.564363363,1.286029389,1.564363363,1,1,98,38,,1,1,2,75,1,,,2,3,2,,,1,,,,,," ",3,2,1,,8,1,3,,,,,,,,,1,,4,23,1,,,,,,,,,2,,,,,,,,,,,2,2,5,1,,,,,,,,1,4,,18,4,2,49.4,63.1,47.5,,,,,,,,,,,1,1,1,2,1,2,1,2,2,2,,6,1,1,1,0,1,0,1,1,1,8,1,,,,,,1,1,1,1,1,1,1,7,10,,1,1,1,1,1,1,6,2,,2,4,,0,,2,4,1,,,
60671,2016,1072,60,2,1,1,1,,9,1,0,4,1956,,4,5,2,1,3,5,2,1,5,3,1,3,3,4,19,1,1,,4,2,1,2,1,1,1,1,2,3,3,1,1,1,1,1,2,,1,1,,,,,,,,,,,,,,,,,,,,1,,2,2,1,,1,70,,2,8,1,1,2,1,1,1,,,2,,,,3,1,2,2,2,3,3,2,3,3,2,3,2,,3,2,4,5,1,2,3,4,5,7,7,1,8,3,3,2,2,4,,1,4,1,,,,,,,,2,1,1,3,1,1,,,1,1,1,2,2,2,2,,,,,,,5,5,3,1,2,1,3,2,3,1,2,1,2,,,1,3,1,3,1,,0,0,2,,,,4,3,1,1,,,,,2,2,1,618,10,9,618,1,1,3238,.4784967557,.3933618654,.4784967557,1,1,113,38,,1,1,2,,1,,,3,2,2,,,3,1,,,,," ",1,3,2,,5,5,8,,,7,1,7,1,6,6,1,,,7,3,,,,2,,,,,2,,,5,2,5,2,2,4,,,1,2,1,2,,,,,,,,1,3,,,3,2,26.5,37,16.8,,,,,,4,,,,,1,1,2,,1,,1,2,1,8,,2,1,1,0,,1,,1,1,0,,0,4,4,4,20,22,,,,,,,,,13,1,,,,,,,,1,,2,4,,0,0,4,4,1,1,1,1
60672,2016,1073,25,1,1,1,1,,16,3,0,5,1991,,11,1,2,2,5,7,0,3,3,2,1,3,3,4,19,1,2,,6,,,,,,,,,,,,2,2,1,2,1,2,1,,2,1,5,2,2,5,1,1,5,2,1,5,2,1,4,2,1,5,2,2,1,2,,,2,1,70,,2,4,2,2,1,2,3,2,6,8,2,,1,2,,,,,,,,,,,,,,,,,,,,,,2,6,3,3,3,4,2,3,4,,,3,,,2,1,2,1,1,1,2,1,2,3,1,3,4,2,2,4,,1,1,1,1,1,1,2,2,2,2,,4,2,1,6,2,1,2,2,3,3,1,2,1,2,,,,,,,1,,0,2,,5,0,3,3,,1,1,,,,,1,1,1,618,10,9,618,1,1,3238,.9569935115,.7867237307,.9569935115,1,1,91,38,,1,1,2,20,1,,1,3,3,2,,,2,1,,,,," ",1,3,2,,2,5,3,,1,,,,,,,1,,4,13,2,,,,,,,,,2,,,,,,,,,,,1,2,3,1,,,,,,,,1,5,1,9,4,3,67.8,87.3,63.6,,,,,,,,,,,1,1,1,,1,,1,2,2,1,,6,1,1,1,,1,,1,1,1,,0,,,,,,1,1,1,1,0,1,0,5,8,,1,1,1,1,1,0,5,2,,3,6,,0,,,1,0,,,
60673,2016,1074,56,1,1,1,1,,16,3,0,,1960,,11,1,2,2,1,10,4,5,3,3,1,4,1,2,319,1,2,,4,,,,,,,,,,,,2,2,2,2,2,3,3,7,1,1,4,,1,5,2,1,,2,1,5,,1,4,,1,5,,1,2,,2,,,1,70,,2,7,1,1,,2,,,9,9,2,1,1,1,1,2,1,3,2,2,3,3,3,3,2,3,2,2,3,2,4,5,1,2,3,,,,,3,,2,2,3,2,4,2,3,,,2,2,2,2,2,2,2,,,,,,,1,1,1,,,,,,,1,2,1,1,1,1,,,3,1,1,2,,,,,,,,2,,4,5,5,4,,,,,,,,,,3,1,1,,,,,3,3,1,619,10,9,619,1,2,3238,.9569935115,.7973105311,.9569935115,1,1,102,53,,1,1,2,,1,1,,,,,,2,,,,3,4,," ",,,,,,,,2,1,8,7,8,7,7,6,1,,1,19,3,,,,2,,,,,2,45,,4,2,5,2,1,5,,,,,,,0,0,0,0,0,10,1,1,4,1,19,4,3,62.6,89.4,45.2,4,,,,,4,3,50,,,,,,,,,,,,,,3,,,,,,,,,,,,4,4,5,21,37,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,6,,,,,,0,0,,4,0,3,3,3
60674,2016,1075,57,1,2,1,2,,12,1,1,,1959,,1,8,2,1,1,2,3,6,3,3,1,4,1,2,319,1,1,,4,3,1,1,1,1,1,1,1,3,3,1,1,1,3,1,3,3,1,1,1,2,5,1,2,5,1,1,4,1,2,5,1,2,5,1,2,5,1,1,1,2,1,,,1,60,77,1,7,1,1,,1,,,6,6,3,3,3,3,2,1,2,2,3,2,3,3,3,3,3,3,3,3,3,2,4,5,1,3,2,,,,,1,7,3,2,1,2,4,3,4,2,,1,1,2,1,1,1,1,,,,,,,1,1,1,,,,,,,2,2,2,2,,4,,,3,1,1,1,,,,,,,,3,1,1,4,1,1,,,,,,,,,,3,1,1,,,,,3,3,1,619,10,9,619,1,2,3238,.4784967557,.3986552656,.4784967557,1,1,109,53,,1,1,2,20,1,2,,,,,,2,,,,3,1,," ",,,,,,,,2,,2,5,4,3,6,2,1,,4,12,3,,,,2,,,,,2,,,5,4,5,5,3,4,2,,,,,,0,7,0,3,0,0,,1,3,,,2,1,65.3,77.2,71.2,,,,,,4,1,,,,,,,,,,,,,,30,0,,,,,,,,,,,,2,1,3,14,16,1,1,1,0,1,1,1,6,,1,0,1,0,0,0,0,1,,,,,,1,0,4,4,0,1,1,1
60675,2016,1076,49,1,2,1,2,,11,0,2,4,1967,,12,7,2,1,1,8,3,6,4,1,1,4,1,2,319,,,,7,,,,,,,,,,,,2,2,2,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,1,,2,1,1,,1,11,,2,2,1,5,1,1,1,1,,,1,1,,,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,1,2,3,3,2,1,1,3,3,2,4,,3,3,1,,,,,,,,2,2,2,1,4,1,,,2,2,1,2,,2,2,,,,,,,2,2,3,2,2,2,2,3,3,1,1,1,1,,,3,1,5,3,1,,0,0,2,,,,2,3,1,1,,,,,2,2,1,619,10,9,619,1,2,3238,.9569935115,.7973105311,.9569935115,1,1,96,53,,1,1,2,20,1,2,,,,,,2,,,,1,1,," ",,,,,,,,2,1,,,,,,,1,,,1,3,,,,2,,,,,2,,,,,,,,,2,,,,,,,,,,,,,1,3,2,,3,2,34.7,48.5,25.7,,,,,,4,2,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,3,5,,,,,,,,1,,3,6,,1,0,,3,0,1,3,2
60676,2016,1077,82,1,2,1,2,,10,0,0,,1934,,9,5,2,2,2,1,7,4,4,1,1,4,1,2,319,1,1,,5,,,,,,,,,,,,1,1,2,2,2,1,1,3,1,1,4,2,1,5,2,2,4,1,2,5,1,1,4,2,2,5,1,1,1,2,2,,,1,18,,1,7,1,4,,1,,,9,7,1,,2,2,2,2,1,2,3,,2,2,2,2,2,2,1,2,2,1,3,4,5,1,2,,,,,2,5,3,3,2,2,4,1,2,1,,1,1,1,1,1,,2,,,,,,,1,1,2,,,,,,,1,1,2,2,1,4,,,6,1,1,2,,,,,,,,3,,1,1,1,1,,,,,,,,,,,1,1,,,,,3,3,1,619,10,9,619,1,2,3238,1.913987023,1.594621062,1.913987023,1,1,93,53,,1,1,2,20,1,2,,,,,,2,,,,2,2,," ",,,,,,,,2,2,7,7,7,7,7,6,1,,4,12,3,,,,2,,,,,1,,,4,4,4,4,4,4,,,,,,,0,10,0,0,0,0,,1,2,2,,3,3,13.6,22.3,4.1,,,,,,4,4,,,,,,,,,,,,,,,0,,,,,,,,,,,,2,2,2,12,35,0,1,1,1,1,1,,,,5,1,0,1,0,0,1,3,,,,,,1,0,,5,0,3,3,3
60677,2016,1078,53,1,2,1,2,,11,0,0,6,1963,,5,1,2,2,4,9,8,6,4,1,1,4,1,2,319,1,1,,3,3,3,2,1,1,1,2,1,3,2,2,3,2,2,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,2,,1,1,2,,4,,,3,0,4,1,,2,2,5,,,2,,,,1,2,2,3,3,3,1,1,1,3,2,3,1,3,3,1,4,5,3,1,2,3,1,4,2,4,2,1,1,2,1,4,,1,1,2,,,,,,,,5,2,2,1,4,1,,,2,2,2,2,2,2,2,,,,,,,1,4,6,1,1,1,3,2,2,1,2,1,1,,,1,1,1,1,2,2,,,,,,,4,,1,2,,,,,2,2,1,619,10,9,619,2,2,3238,.7821816815,.6516676283,.7821816815,1,1,93,62,,2,1,1,75,0,,,2,1,3,,,4,2,,,,," ",1,1,1,,9,8,7,,,1,1,7,8,8,8,1,,,16,3,,,,2,,,,,1,,,4,2,4,2,2,2,,,2,1,1,1,,,,,,,,1,3,,16,3,2,32.6,47.4,22.2,,,,,,4,,,,,1,8,1,,1,,2,2,1,2,39,0,1,0,1,,1,,0,1,0,,1,4,4,4,16,27,,,,,,,,,5,3,,,,,,,,0,,2,3,,1,0,1,4,0,3,1,2
60678,2016,1079,22,2,2,1,2,,13,1,0,6,1994,,12,1,2,2,5,14,2,1,4,3,1,4,1,2,319,3,,1,4,,,,,,,,,,,,1,1,1,1,1,1,1,,1,2,4,1,2,5,1,1,5,1,2,5,1,2,5,1,2,5,1,2,1,2,,,2,4,,,3,1,4,6,1,3,1,5,5,1,2,,2,3,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,2,5,3,3,3,,,1,,,2,2,2,1,2,,2,2,8,3,1,1,4,1,1,4,,1,2,2,2,2,2,2,2,2,2,,4,5,6,6,1,2,2,3,3,3,1,2,1,1,,,,,,,2,2,,,,,,,3,,1,2,,,,,1,1,1,619,10,9,619,2,2,3238,.7821816815,.6516676283,.7821816815,1,1,103,62,,2,1,1,75,0,,1,4,1,2,,,3,1,,,,," ",1,4,4,,5,7,1,,1,,,,,,,1,,4,11,3,,,,,,,,,1,,,,,,,,,,,2,1,1,1,,,,,,,,1,4,2,,5,2,12.6,17.3,4.5,,,,,,,,,,,1,1,1,,2,,1,1,1,2,,0,1,1,1,,0,,1,0,0,,1,,,,,,0,0,0,1,0,,0,,18,,0,1,0,0,0,0,1,0,,2,5,1,1,,,1,1,,,
60679,2016,1080,29,1,2,1,2,,14,2,0,5,1987,,2,1,2,2,5,2,1,6,4,1,1,4,1,2,319,1,1,,4,3,1,1,1,1,3,1,1,3,3,3,3,3,1,3,1,3,1,,1,1,4,2,1,4,2,1,5,2,2,5,1,1,4,2,2,5,1,2,2,1,,,1,4,,,3,7,4,2,2,3,4,1,9,6,2,,2,2,,,,,,,,,,,,,,,,,,,,,,4,2,4,2,2,4,3,1,3,,,1,,,2,2,2,1,2,1,2,1,3,1,1,1,4,1,4,4,,2,1,1,2,2,1,2,2,2,2,,1,3,3,6,1,1,1,1,3,3,2,2,2,1,,,,,,,2,1,0,1,,4,0,4,5,,1,2,,,,,1,1,1,619,10,9,619,2,2,3238,2.346545044,1.955002885,2.346545044,1,1,107,62,,2,1,1,75,0,,,1,1,1,,,4,,,,,," ",1,2,4,,9,8,1,,,,,,,,,1,,1,20,3,,,,,,,,,2,,,,,,,,,,,2,1,1,1,,,,,,,,1,4,,18,4,3,25.2,20.4,26.6,,,,,,,,,,,1,1,2,1,1,1,1,2,2,2,36,3,1,1,0,1,1,1,1,1,1,9,1,,,,,,1,0,0,1,0,1,0,3,7,,1,1,1,0,0,1,4,2,,4,7,,1,,4,1,0,,,
60680,2016,1081,50,2,1,1,1,,13,1,0,5,1966,,5,1,2,2,1,2,2,5,4,1,1,4,3,4,17,1,1,,4,3,1,3,1,1,2,1,2,2,3,2,1,2,2,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,1,,,1,1,,4,,,3,0,4,6,2,3,4,1,,,2,1,,,1,2,1,2,2,,2,2,2,2,1,2,2,1,2,1,4,5,2,1,3,5,7,6,6,3,5,2,1,4,2,4,,3,,2,,,,,,,,3,2,1,2,4,,,,2,3,1,1,2,2,2,,,,,,,5,5,3,1,1,1,2,2,4,2,2,2,1,,,3,3,3,5,1,,0,2,,21,0,,5,3,1,1,,,,,2,2,1,619,10,9,619,1,2,3238,.9569935115,.7973105311,.9569935115,1,1,140,53,,1,1,2,20,1,,,2,4,3,1,,2,,1,,,2," ",2,2,1,2,0,10,5,,,7,6,7,7,7,7,1,,,21,3,2,1,1983,1,15,0,8,0,1,,2,4,2,5,3,1,4,,2,1,1,1,1,,,,,,,,1,3,,18,3,3,46.6,69.1,35,,2,,2,2,4,,,2,2,1,1,1,,1,1,1,1,2,8,31,,1,1,1,,1,1,1,0,1,,0,4,3,5,19,35,,,,,,,,,15,2,,,,,,,,2,2,3,6,,0,0,4,3,1,3,3,3
60681,2016,1082,35,2,1,1,1,,16,2,0,5,1981,,7,1,2,2,5,2,1,5,4,1,1,4,3,4,17,,,,4,,,,,,,,,,,,2,1,1,1,1,2,1,,2,2,4,2,2,4,2,2,5,2,2,4,2,1,4,2,2,5,1,1,1,2,,,2,1,70,,2,3,3,3,1,2,3,1,5,5,2,,2,1,,,,,,,,,,,,,,,,,,,,,,3,4,3,6,2,5,2,3,2,,,1,,,2,1,2,1,2,1,2,2,2,1,1,2,4,2,1,4,,3,1,1,2,2,2,2,2,2,2,,4,3,1,6,1,1,2,2,3,3,1,2,2,2,,,,,,,1,,30,0,,3,0,2,3,,1,1,,,,,1,1,1,619,10,9,619,1,2,3238,.4784967557,.3986552656,.4784967557,1,1,81,53,,1,1,2,50,1,,,3,3,2,,,3,,,,,," ",1,3,3,,8,100,100,,1,,,,,,,1,,4,15,3,,,,,,,,,1,,,,,,,,,,,1,1,1,1,,,,,,,,1,3,1,15,3,2,26.5,45.7,12.5,,,,,,,,,,,1,1,8,,8,,2,8,2,8,,3,1,1,0,,0,,0,0,1,,0,,,,,,0,1,0,1,0,1,0,3,7,,0,0,1,0,0,0,1,2,,3,6,,0,,,2,1,,,
